-1		0		1.97146e-08		-1.97146e-08
-0.975		0.0288422		0.0288635		-2.12804e-05
-0.95		0.0575066		0.057549		-4.241e-05
-0.925		0.0858165		0.0858798		-6.32781e-05
-0.9		0.113597		0.113681		-8.37561e-05
-0.875		0.140678		0.140781		-0.000103718
-0.85		0.166891		0.167014		-0.00012304
-0.825		0.192075		0.192216		-0.000141604
-0.8		0.216075		0.216234		-0.000159294
-0.775		0.238743		0.238919		-0.000176003
-0.75		0.259938		0.26013		-0.000191626
-0.725		0.279532		0.279738		-0.000206069
-0.7		0.297401		0.297621		-0.00021924
-0.675		0.313438		0.313669		-0.000231061
-0.65		0.327542		0.327783		-0.000241456
-0.625		0.339626		0.339876		-0.000250363
-0.6		0.349616		0.349874		-0.000257727
-0.575		0.357451		0.357715		-0.000263502
-0.55		0.363083		0.36335		-0.000267652
-0.525		0.366475		0.366745		-0.000270152
-0.5		0.367608		0.367879		-0.000270986
-0.475		0.366475		0.366745		-0.00027015
-0.45		0.363083		0.36335		-0.000267649
-0.425		0.357451		0.357715		-0.000263497
-0.4		0.349616		0.349874		-0.000257721
-0.375		0.339626		0.339876		-0.000250356
-0.35		0.327542		0.327783		-0.000241448
-0.325		0.313438		0.313669		-0.000231051
-0.3		0.297401		0.297621		-0.00021923
-0.275		0.279532		0.279738		-0.000206057
-0.25		0.259938		0.26013		-0.000191613
-0.225		0.238743		0.238919		-0.000175989
-0.2		0.216075		0.216234		-0.000159279
-0.175		0.192075		0.192216		-0.000141587
-0.15		0.166891		0.167014		-0.000123023
-0.125		0.140678		0.140781		-0.0001037
-0.1		0.113597		0.113681		-8.37378e-05
-0.075		0.0858165		0.0858797		-6.32593e-05
-0.05		0.0575066		0.057549		-4.23908e-05
-0.025		0.0288422		0.0288635		-2.12609e-05
0		-1.34987e-16		-0		-1.34987e-16
0.025		-0.0288422		-0.0288635		2.12609e-05
0.05		-0.0575066		-0.057549		4.23908e-05
0.075		-0.0858165		-0.0858797		6.32593e-05
0.1		-0.113597		-0.113681		8.37378e-05
0.125		-0.140678		-0.140781		0.0001037
0.15		-0.166891		-0.167014		0.000123023
0.175		-0.192075		-0.192216		0.000141587
0.2		-0.216075		-0.216234		0.000159279
0.225		-0.238743		-0.238919		0.000175989
0.25		-0.259938		-0.26013		0.000191613
0.275		-0.279532		-0.279738		0.000206057
0.3		-0.297401		-0.297621		0.00021923
0.325		-0.313438		-0.313669		0.000231051
0.35		-0.327542		-0.327783		0.000241448
0.375		-0.339626		-0.339876		0.000250356
0.4		-0.349616		-0.349874		0.000257721
0.425		-0.357451		-0.357715		0.000263497
0.45		-0.363083		-0.36335		0.000267649
0.475		-0.366475		-0.366745		0.00027015
0.5		-0.367608		-0.367879		0.000270986
0.525		-0.366475		-0.366745		0.000270152
0.55		-0.363083		-0.36335		0.000267652
0.575		-0.357451		-0.357715		0.000263502
0.6		-0.349616		-0.349874		0.000257727
0.625		-0.339626		-0.339876		0.000250363
0.65		-0.327542		-0.327783		0.000241456
0.675		-0.313438		-0.313669		0.000231061
0.7		-0.297401		-0.297621		0.00021924
0.725		-0.279532		-0.279738		0.000206069
0.75		-0.259938		-0.26013		0.000191626
0.775		-0.238743		-0.238919		0.000176003
0.8		-0.216075		-0.216234		0.000159294
0.825		-0.192075		-0.192216		0.000141604
0.85		-0.166891		-0.167014		0.00012304
0.875		-0.140678		-0.140781		0.000103718
0.9		-0.113597		-0.113681		8.37561e-05
0.925		-0.0858165		-0.0858798		6.32781e-05
0.95		-0.0575066		-0.057549		4.241e-05
0.975		-0.0288422		-0.0288635		2.12804e-05
1		0		-1.97146e-08		1.97146e-08
